age,income,experience_years,education_years,hours_worked_per_week,satisfaction_score,department,city,performance_rating,projects_completed,training_hours,remote_work_ratio,tenure_years,overtime_hours,target_salary
23.0,49698.04,1.0,17.0,29.7,8.35,Engineering,Rajshahi,4.0,,31.8,0.697,1.0,2.2,42841.64
43.0,52789.56,23.0,10.0,53.0,5.99,Engineering,Sylhet,5.0,4.0,35.6,0.77,21.0,4.7,52284.22
24.0,32705.73,2.0,13.0,30.6,10.0,HR,Dhaka,3.0,5.0,35.7,0.231,1.0,8.1,25814.52
39.0,65917.58,20.0,17.0,,7.38,Marketing,Dhaka,4.0,3.0,6.5,0.564,20.0,5.0,63496.97
67.0,73428.21,46.0,17.0,49.6,5.1,Finance,Rajshahi,4.0,5.0,24.9,0.856,44.0,12.2,75503.75
62.0,72872.11,43.0,18.0,33.3,7.91,Engineering,Sylhet,3.0,2.0,10.5,0.123,41.0,0.0,70116.12
47.0,61627.87,25.0,10.0,26.7,6.63,Sales,Sylhet,4.0,5.0,0.1,0.857,23.0,6.4,59220.83
45.0,65863.3,23.0,12.0,49.6,9.09,HR,Chittagong,4.0,4.0,31.1,0.772,21.0,1.4,53533.52
22.0,40379.36,0.0,12.0,37.6,5.81,Sales,Chittagong,3.0,2.0,0.7,0.358,0.0,4.9,29522.58
,81097.28,48.0,10.0,37.7,6.17,HR,Khulna,5.0,4.0,8.7,0.508,47.0,3.4,80463.9
35.0,59243.67,15.0,,44.1,6.85,Engineering,Khulna,4.0,5.0,17.7,,15.0,1.1,52072.47
25.0,39724.43,,11.0,31.2,,HR,Chittagong,5.0,8.0,3.4,0.476,,2.3,39540.68
54.0,59566.08,36.0,14.0,37.3,5.82,Sales,Chittagong,5.0,6.0,22.4,0.03,34.0,2.9,71301.27
61.0,72031.22,40.0,17.0,39.8,6.17,Finance,Dhaka,5.0,2.0,5.2,0.191,39.0,0.9,70605.11
53.0,49476.74,35.0,18.0,45.2,6.07,Engineering,Sylhet,4.0,9.0,18.6,0.525,34.0,1.8,58869.77
60.0,66031.09,41.0,9.0,29.9,6.5,Marketing,Sylhet,5.0,4.0,19.3,0.768,39.0,,56626.24
52.0,50009.0,,10.0,40.6,7.81,Sales,Dhaka,5.0,10.0,6.0,0.5,31.0,0.8,56593.38
65.0,69911.31,47.0,10.0,42.8,3.28,Finance,Dhaka,2.0,2.0,12.6,0.532,47.0,3.4,71007.22
59.0,57608.48,38.0,14.0,34.8,7.65,Finance,Sylhet,,5.0,57.4,0.465,36.0,2.6,64258.0
49.0,64867.08,27.0,9.0,34.9,5.38,Finance,Chittagong,4.0,3.0,34.2,0.412,25.0,9.5,59723.91
60.0,76426.12,40.0,9.0,40.5,7.64,Engineering,Chittagong,2.0,9.0,4.9,0.351,40.0,0.0,65719.87
57.0,60059.68,38.0,13.0,43.2,3.11,Finance,Sylhet,5.0,6.0,12.8,0.117,38.0,3.4,68857.76
28.0,46048.39,6.0,13.0,33.4,7.55,Finance,Dhaka,4.0,7.0,46.1,0.493,4.0,9.5,35473.81
42.0,44926.18,21.0,8.0,33.9,7.57,Finance,Dhaka,4.0,3.0,25.3,0.574,19.0,2.1,44250.69
26.0,30876.76,7.0,14.0,38.9,5.62,Engineering,chittagong,5.0,9.0,2.4,0.877,5.0,3.2,35839.98
46.0,68335.32,24.0,12.0,44.3,8.31,Finance,Sylhet,3.0,6.0,10.9,0.793,23.0,4.9,62100.85
62.0,81002.65,44.0,10.0,39.1,10.0,Finance,Sylhet,5.0,7.0,22.3,0.508,44.0,0.0,76508.9
31.0,42769.94,10.0,19.0,30.1,4.31,HR,Rajshahi,3.0,10.0,52.6,0.88,10.0,5.9,37101.2
37.0,41332.04,16.0,8.0,40.2,7.02,Sales,Dhaka,4.0,7.0,0.1,0.622,16.0,4.9,36820.58
42.0,57440.36,24.0,18.0,48.2,4.16,Engineering,Dhaka,4.0,4.0,54.0,0.52,,1.9,65648.44
49.0,45458.37,27.0,19.0,40.9,7.18,Engineering,Rajshahi,5.0,7.0,6.6,0.68,27.0,9.6,52626.4
68.0,84978.93,48.0,13.0,50.7,7.31,Finance,Rajshahi,4.0,3.0,,0.282,47.0,0.0,84019.8
69.0,71176.79,51.0,11.0,54.2,8.16,Engineering,Chittagong,4.0,4.0,6.4,0.765,49.0,2.1,76356.69
46.0,69245.46,28.0,14.0,34.0,6.94,Sales,Chittagong,4.0,7.0,40.8,0.6,26.0,6.4,64446.49
68.0,73006.5,50.0,15.0,46.9,4.38,Sales,Dhaka,3.0,6.0,5.4,0.405,49.0,2.4,68585.28
45.0,60339.99,24.0,10.0,41.0,7.91,Marketing,Khulna,3.0,4.0,91.4,0.733,22.0,12.8,57222.66
58.0,70730.43,38.0,19.0,39.6,8.87,Sales,Khulna,4.0,5.0,32.2,0.474,36.0,6.4,76495.38
62.0,80139.23,41.0,8.0,27.2,3.74,HR,Chittagong,3.0,4.0,7.6,,41.0,13.7,66004.22
24.0,32895.12,4.0,13.0,53.2,4.84,Sales,Chittagong,2.0,4.0,12.3,0.311,4.0,0.0,34114.6
66.0,70593.83,44.0,14.0,38.2,7.9,Marketing,Dhaka,3.0,3.0,7.5,0.667,42.0,3.5,68974.07
23.0,116096.45,1.0,14.0,28.8,5.49,Marketing,Dhaka,5.0,5.0,53.8,0.47,0.0,1.0,91885.72
62.0,61846.58,41.0,16.0,45.9,,Engineering,Chittagong,4.0,5.0,40.8,0.817,41.0,0.7,62981.59
36.0,51196.53,14.0,15.0,53.3,8.26,Sales,Sylhet,3.0,4.0,11.9,0.34,13.0,6.5,48001.19
63.0,73071.23,44.0,16.0,37.6,7.24,HR,Dhaka,5.0,6.0,62.9,0.176,42.0,9.8,79822.0
47.0,59590.52,29.0,13.0,34.8,7.7,Engineering,Chittagong,3.0,4.0,46.6,0.665,27.0,5.5,61143.67
33.0,59287.16,15.0,9.0,37.4,6.75,Sales,Rajshahi,4.0,8.0,31.7,0.06,15.0,,66761.3
29.0,44432.32,7.0,8.0,38.7,5.82,Engineering,Rajshahi,4.0,7.0,2.7,0.191,7.0,5.4,35290.83
49.0,71580.47,30.0,15.0,43.6,6.05,Finance,Rajshahi,4.0,5.0,90.0,0.589,30.0,0.9,66115.24
28.0,34774.79,7.0,,26.4,7.48,HR,Sylhet,5.0,5.0,34.5,0.691,7.0,9.0,28483.55
66.0,81363.84,45.0,17.0,42.9,5.98,Engineering,Rajshahi,4.0,4.0,38.2,0.457,43.0,6.4,83829.81
45.0,62999.19,24.0,12.0,50.4,7.89,Sales,Khulna,2.0,5.0,45.9,0.705,22.0,10.1,66784.06
24.0,33689.98,3.0,14.0,37.7,7.22,Sales,Dhaka,4.0,5.0,19.1,0.834,2.0,0.0,33958.06
35.0,57270.26,17.0,19.0,43.5,6.82,Engineering,Dhaka,4.0,1.0,4.7,0.661,17.0,1.6,48373.3
22.0,30224.42,1.0,17.0,33.0,6.89,Engineering,Rajshahi,3.0,6.0,4.6,0.835,1.0,0.0,31795.87
24.0,35640.15,3.0,18.0,42.7,7.05,HR,Khulna,4.0,8.0,1.0,0.461,3.0,6.4,29445.99
55.0,71471.23,36.0,18.0,32.2,7.14,Sales,Dhaka,3.0,4.0,35.7,0.796,35.0,12.7,72426.01
,69382.31,35.0,16.0,34.5,9.51,Marketing,Rajshahi,5.0,4.0,25.5,0.159,34.0,6.8,73988.69
45.0,65350.92,23.0,17.0,,7.83,Engineering,Sylhet,4.0,6.0,3.2,0.245,22.0,9.0,63107.61
36.0,47228.23,,,37.7,8.71,Marketing,Khulna,3.0,6.0,13.1,0.364,14.0,7.1,44526.98
40.0,49488.2,18.0,9.0,52.4,6.47,sales,Khulna,5.0,9.0,108.3,0.761,17.0,0.0,50609.58
57.0,69161.66,36.0,13.0,32.6,5.51,Sales,Rajshahi,4.0,1.0,10.6,0.945,36.0,6.2,57708.25
20.0,26915.53,0.0,12.0,44.2,9.01,Sales,Chittagong,4.0,5.0,32.8,0.239,0.0,1.3,21508.41
52.0,64457.24,32.0,19.0,36.4,5.98,HR,Rajshahi,3.0,5.0,20.0,0.334,30.0,3.1,68215.71
46.0,65871.47,26.0,17.0,32.8,6.48,HR,Rajshahi,4.0,6.0,11.2,,26.0,9.0,63371.41
32.0,50964.52,10.0,12.0,43.5,5.73,HR,Dhaka,3.0,3.0,14.9,0.606,8.0,7.6,40195.76
27.0,29236.95,5.0,13.0,46.4,6.58,HR,Sylhet,3.0,8.0,20.7,0.487,3.0,8.7,23448.02
47.0,63594.26,28.0,19.0,25.7,6.11,HR,Khulna,5.0,2.0,7.1,0.392,26.0,9.1,70264.57
39.0,63787.98,21.0,10.0,33.3,5.89,HR,Sylhet,4.0,7.0,8.0,0.217,19.0,0.0,56462.09
64.0,60983.29,,15.0,32.7,5.95,Sales,Chittagong,2.0,6.0,7.9,0.815,41.0,5.8,73346.69
54.0,63871.3,34.0,15.0,36.1,7.77,Engineering,Sylhet,3.0,3.0,,0.153,32.0,5.9,61570.85
40.0,60257.3,18.0,13.0,57.0,8.85,Engineering,Rajshahi,3.0,3.0,0.0,0.389,16.0,8.8,52458.66
25.0,38406.7,3.0,,27.4,6.32,HR,Chittagong,3.0,3.0,21.3,0.611,1.0,5.9,35439.52
64.0,54736.19,42.0,13.0,44.9,6.99,Finance,Dhaka,2.0,7.0,0.3,0.349,42.0,2.8,56560.83
20.0,31436.92,0.0,12.0,35.5,8.6,Sales,Sylhet,4.0,2.0,16.2,,0.0,,31588.46
32.0,37383.78,13.0,10.0,35.9,4.84,HR,Chittagong,3.0,5.0,8.2,0.459,11.0,2.4,
26.0,52795.02,4.0,11.0,46.6,7.54,Sales,Chittagong,4.0,3.0,37.6,0.421,2.0,12.2,40365.96
67.0,74632.77,49.0,9.0,31.3,8.75,Sales,Sylhet,2.0,7.0,35.1,0.597,48.0,3.6,59532.0
-43.0,60719.61,24.0,18.0,46.9,6.06,Engineering,Chittagong,3.0,4.0,0.3,,22.0,2.5,57696.97
55.0,61094.9,35.0,13.0,46.8,8.5,Marketing,Rajshahi,1.0,5.0,6.9,0.347,33.0,8.8,59106.88
25.0,36297.4,4.0,8.0,45.8,6.77,Finance,Rajshahi,2.0,3.0,10.8,0.448,2.0,3.3,33223.06
28.0,48142.58,8.0,15.0,39.9,6.52,Sales,Chittagong,4.0,3.0,34.3,0.064,8.0,0.0,38255.83
36.0,56179.7,16.0,11.0,44.1,8.21,Marketing,Sylhet,3.0,7.0,24.8,0.178,14.0,2.0,48639.7
49.0,60425.86,28.0,9.0,47.8,7.03,Finance,Chittagong,4.0,4.0,12.1,0.686,28.0,6.6,59378.52
19.0,23637.13,,15.0,50.0,7.46,HR,Sylhet,,2.0,30.5,0.51,0.0,10.9,22024.17
48.0,61433.37,30.0,13.0,49.2,5.44,Sales,Dhaka,4.0,5.0,43.5,0.636,30.0,5.0,
52.0,74174.97,34.0,15.0,32.3,6.92,Marketing,Chittagong,3.0,4.0,35.5,0.569,34.0,5.1,75025.64
61.0,62932.85,41.0,14.0,42.1,8.03,Marketing,Rajshahi,4.0,5.0,4.6,0.447,41.0,3.9,64596.13
64.0,60512.36,44.0,17.0,31.7,10.0,Marketing,Chittagong,5.0,6.0,1.3,0.388,43.0,9.1,
62.0,64482.24,42.0,18.0,47.5,6.49,HR,Chittagong,3.0,2.0,28.4,0.873,41.0,4.5,62096.73
,73617.87,39.0,8.0,33.8,7.66,Finance,Khulna,4.0,10.0,18.2,0.294,,9.1,64329.5
31.0,38172.29,9.0,15.0,35.0,5.64,Sales,Rajshahi,4.0,3.0,7.1,,7.0,0.0,32033.42
63.0,71553.73,,16.0,59.6,5.57,Engineering,Dhaka,5.0,0.0,23.2,0.816,43.0,4.4,75373.27
50.0,366532.65,28.0,18.0,54.2,8.24,HR,Khulna,3.0,5.0,6.1,0.386,28.0,3.0,130119.02
37.0,38106.59,19.0,9.0,33.4,4.83,Finance,Rajshahi,3.0,5.0,21.0,0.628,17.0,6.2,31863.1
40.0,39859.63,22.0,16.0,45.7,7.54,Sales,Khulna,5.0,6.0,5.7,,20.0,3.6,45938.42
66.0,76374.25,45.0,19.0,,7.57,Engineering,Khulna,2.0,,15.4,0.613,43.0,10.1,78994.24
18.0,44669.49,0.0,17.0,50.8,7.88,Engineering,Dhaka,4.0,5.0,18.9,0.042,0.0,0.0,45206.62
35.0,40848.88,,11.0,36.0,7.81,Marketing,Rajshahi,4.0,5.0,18.0,0.391,13.0,2.1,42031.18
56.0,56226.2,38.0,8.0,,5.56,Engineering,Khulna,3.0,5.0,12.5,0.851,37.0,6.6,62977.96
53.0,55729.29,35.0,9.0,47.1,3.78,Marketing,Rajshahi,4.0,6.0,20.8,0.676,33.0,4.2,55619.11
18.0,33422.06,0.0,10.0,39.8,7.9,Sales,Rajshahi,5.0,5.0,3.4,0.887,0.0,9.7,
35.0,61980.29,17.0,10.0,39.3,6.31,Sales,Rajshahi,2.0,9.0,1.4,0.471,16.0,0.4,51635.24
35.0,41846.43,15.0,11.0,49.2,7.6,Finance,Dhaka,5.0,7.0,3.8,0.41,13.0,2.5,44002.59
43.0,58831.1,23.0,15.0,32.1,5.92,HR,Rajshahi,5.0,5.0,42.5,,22.0,4.8,59673.78
49.0,66918.86,29.0,14.0,47.8,7.36,HR,Chittagong,5.0,4.0,3.4,0.417,28.0,12.0,66705.87
47.0,54899.22,28.0,19.0,41.0,4.63,HR,Chittagong,5.0,5.0,27.4,0.389,26.0,8.7,54516.99
62.0,76156.1,43.0,17.0,42.2,5.6,Engineering,Chittagong,5.0,3.0,37.5,0.411,41.0,0.0,81827.34
65.0,61838.36,46.0,12.0,47.8,5.33,Finance,Dhaka,3.0,4.0,7.2,0.977,46.0,1.9,71455.35
29.0,40770.93,10.0,10.0,56.2,4.25,Marketing,Rajshahi,4.0,4.0,16.1,0.55,9.0,1.8,45255.23
69.0,80591.67,48.0,,27.1,8.08,Finance,Khulna,3.0,5.0,5.9,0.497,48.0,1.7,
61.0,80505.41,41.0,8.0,23.3,6.61,Engineering,Khulna,4.0,8.0,1.9,0.683,40.0,1.0,79820.35
49.0,57644.13,28.0,17.0,49.0,6.15,Sales,Khulna,,4.0,4.0,0.755,27.0,6.5,58241.78
30.0,37564.7,9.0,12.0,50.3,4.62,Engineering,Khulna,3.0,,23.0,0.724,9.0,5.4,31404.4
36.0,45010.09,15.0,17.0,35.8,6.32,Sales,Rajshahi,3.0,8.0,0.6,0.526,13.0,5.5,40433.57
45.0,45504.94,27.0,19.0,50.0,9.46,Marketing,Chittagong,3.0,1.0,5.7,0.677,26.0,9.1,40855.4
59.0,62120.67,39.0,8.0,39.1,5.72,HR,Sylhet,5.0,5.0,10.3,0.346,,7.1,64705.82
24.0,44263.26,2.0,11.0,39.7,4.23,Sales,Sylhet,3.0,5.0,19.8,0.18,2.0,5.7,33762.1
37.0,41416.37,17.0,13.0,43.3,6.32,Engineering,Dhaka,4.0,3.0,76.2,0.556,17.0,,40981.29
32.0,33494.51,14.0,8.0,26.7,7.55,Engineering,Sylhet,1.0,4.0,13.9,0.461,13.0,0.0,35753.23
58.0,56159.43,36.0,14.0,37.2,5.71,Engineering,Rajshahi,2.0,5.0,5.1,0.432,36.0,5.6,63158.46
63.0,76003.58,43.0,19.0,34.2,8.0,Sales,Rajshahi,2.0,3.0,15.3,0.453,42.0,11.5,72346.01
56.0,55279.41,35.0,19.0,52.0,4.7,Engineering,Rajshahi,5.0,7.0,1.2,0.516,35.0,6.7,67963.79
59.0,61650.45,39.0,13.0,27.0,7.92,Finance,Chittagong,1.0,5.0,9.8,0.513,39.0,17.0,55637.75
52.0,58265.53,32.0,12.0,41.5,5.38,Sales,Chittagong,3.0,4.0,1.7,0.473,32.0,3.0,60940.02
46.0,69333.82,27.0,14.0,41.0,5.76,Sales,Dhaka,3.0,8.0,48.3,0.386,26.0,2.8,67145.76
59.0,75274.18,38.0,,28.6,7.64,Finance,Khulna,3.0,6.0,5.8,0.547,38.0,7.2,81059.95
26.0,50345.52,5.0,16.0,41.2,5.42,Marketing,Sylhet,4.0,7.0,55.4,0.58,4.0,4.4,
54.0,63575.68,33.0,12.0,45.4,,Marketing,Chittagong,3.0,6.0,32.0,,32.0,12.0,60845.0
48.0,74281.31,28.0,8.0,37.4,5.81,Marketing,Dhaka,3.0,5.0,32.9,0.402,27.0,10.8,63461.41
,,,18.0,42.2,5.86,Engineering,Khulna,2.0,8.0,46.1,0.912,19.0,6.5,46254.13
32.0,38817.48,14.0,19.0,43.8,3.89,Finance,Dhaka,4.0,3.0,29.6,0.496,12.0,6.8,42893.19
69.0,77239.22,48.0,13.0,45.6,7.23,Sales,khulna,5.0,3.0,9.0,0.479,48.0,5.1,87991.3
21.0,25084.35,0.0,16.0,42.2,4.29,Marketing,Dhaka,4.0,5.0,58.6,0.788,0.0,5.2,25209.14
24.0,43051.17,6.0,10.0,43.0,7.27,Engineering,Sylhet,3.0,3.0,42.4,0.248,5.0,6.1,34268.67
40.0,55669.13,22.0,17.0,35.6,6.23,Sales,Chittagong,5.0,4.0,38.3,0.524,22.0,5.0,47740.88
65.0,64473.06,45.0,9.0,41.4,4.54,Sales,Rajshahi,4.0,5.0,14.7,0.063,43.0,11.4,69778.73
55.0,49524.68,34.0,17.0,26.1,9.4,Marketing,Rajshahi,3.0,3.0,32.9,0.624,34.0,7.3,58148.9
39.0,57646.48,17.0,8.0,44.3,5.72,Engineering,Khulna,4.0,8.0,26.8,0.321,17.0,0.0,49831.55
22.0,33706.89,3.0,14.0,40.2,6.65,Finance,Khulna,2.0,,18.5,0.553,1.0,8.8,29818.66
64.0,58668.39,42.0,11.0,32.9,7.7,HR,Rajshahi,2.0,6.0,7.1,0.67,42.0,0.0,67616.22
68.0,80663.73,,17.0,30.6,6.76,Engineering,Khulna,3.0,9.0,16.0,0.934,47.0,3.1,84130.89
39.0,46942.01,19.0,13.0,35.9,9.19,Engineering,Sylhet,3.0,6.0,8.6,0.636,19.0,3.5,48932.27
51.0,59253.53,32.0,8.0,37.1,6.78,Sales,Dhaka,3.0,7.0,11.3,0.157,32.0,9.6,58097.41
23.0,33760.07,2.0,13.0,28.6,6.82,Finance,chittagong,3.0,7.0,2.8,0.626,0.0,5.6,30026.18
,58053.19,23.0,,44.0,6.78,Finance,Rajshahi,2.0,,25.7,0.047,22.0,5.4,57457.25
62.0,70600.48,44.0,19.0,0.0,9.83,Engineering,Dhaka,3.0,5.0,,,42.0,0.0,65788.25
66.0,74286.98,45.0,19.0,54.4,6.81,Marketing,dhaka,4.0,5.0,17.5,0.644,45.0,6.6,75477.61
67.0,77330.19,48.0,9.0,41.3,5.62,HR,Chittagong,2.0,5.0,11.7,0.239,48.0,0.2,
54.0,48428.46,36.0,9.0,43.9,7.41,Sales,Chittagong,2.0,6.0,3.8,0.918,35.0,4.5,45009.34
60.0,62091.7,39.0,15.0,42.9,9.35,Engineering,Chittagong,3.0,8.0,46.5,0.797,37.0,10.5,75918.65
39.0,51987.43,18.0,17.0,42.2,5.65,Marketing,Sylhet,3.0,2.0,17.6,0.773,16.0,5.6,45485.4
40.0,47080.65,21.0,19.0,45.0,2.98,Sales,Khulna,4.0,4.0,0.2,0.459,19.0,3.5,51086.14
,48549.86,1.0,17.0,37.7,8.14,Sales,Rajshahi,4.0,1.0,17.5,0.366,0.0,9.2,38577.52
23.0,42487.96,5.0,9.0,20.8,7.96,Engineering,Dhaka,4.0,8.0,28.4,0.34,3.0,8.1,33220.81
66.0,70469.8,47.0,8.0,46.7,5.56,HR,Chittagong,5.0,8.0,10.9,0.743,47.0,5.9,76411.39
31.0,40384.87,12.0,15.0,43.5,6.06,Marketing,Khulna,5.0,11.0,31.5,0.585,12.0,3.5,43170.89
20.0,36954.96,0.0,9.0,,7.33,HR,Khulna,,3.0,6.0,0.501,0.0,4.6,28033.92
19.0,23133.22,0.0,15.0,33.8,3.64,Engineering,Sylhet,4.0,3.0,6.7,0.187,0.0,10.6,20813.15
56.0,68186.24,38.0,17.0,39.0,8.0,Finance,Dhaka,1.0,3.0,11.3,0.676,38.0,4.3,68596.0
48.0,52514.64,26.0,19.0,30.1,5.76,Marketing,Chittagong,5.0,2.0,6.8,0.639,26.0,3.1,46891.57
32.0,42656.94,14.0,9.0,50.1,6.62,Sales,Rajshahi,3.0,6.0,16.0,0.459,14.0,7.2,36823.47
28.0,145239.45,8.0,18.0,36.2,3.5,Engineering,Chittagong,3.0,3.0,38.8,0.182,8.0,1.4,69222.4
57.0,68894.7,39.0,13.0,37.1,7.12,Sales,Rajshahi,3.0,4.0,23.4,0.721,37.0,8.9,69198.02
20.0,26679.9,1.0,13.0,35.3,8.0,Finance,Khulna,4.0,7.0,4.0,0.394,1.0,4.2,24553.77
47.0,57401.8,28.0,8.0,45.2,5.41,Sales,Rajshahi,4.0,5.0,21.3,0.43,27.0,7.3,
31.0,42206.97,10.0,9.0,41.7,8.48,Marketing,Sylhet,2.0,,9.7,,10.0,7.8,34213.53
25.0,38994.91,4.0,12.0,45.1,6.86,Marketing,sylhet,5.0,9.0,6.3,0.232,4.0,0.0,40587.36
,77340.8,50.0,11.0,33.4,8.59,Engineering,Dhaka,1.0,5.0,78.1,0.16,49.0,8.7,86711.23
61.0,78684.0,41.0,13.0,37.2,7.58,HR,Sylhet,4.0,5.0,32.1,0.872,39.0,0.0,78362.9
25.0,41178.82,7.0,9.0,40.4,6.08,FINANCE,Chittagong,4.0,9.0,14.1,0.242,7.0,5.8,43149.83
33.0,43177.54,11.0,11.0,44.0,6.72,Engineering,Khulna,4.0,,1.6,0.351,11.0,0.0,41814.04
50.0,68180.03,30.0,11.0,43.5,7.23,HR,Rajshahi,3.0,3.0,98.1,0.39,28.0,13.7,60500.11
22.0,26701.14,4.0,12.0,56.9,8.45,Marketing,Chittagong,3.0,6.0,37.2,0.206,3.0,9.6,22302.92
37.0,48813.7,15.0,12.0,41.8,3.97,Sales,Dhaka,4.0,2.0,2.7,0.689,15.0,0.0,46132.63
46.0,68886.73,26.0,15.0,37.0,8.05,Finance,Chittagong,4.0,6.0,22.9,0.145,24.0,5.4,54733.95
27.0,44422.97,9.0,17.0,27.5,8.32,Marketing,Chittagong,3.0,4.0,13.1,0.525,8.0,7.9,42412.83
56.0,63025.34,35.0,12.0,38.7,7.11,Sales,Dhaka,3.0,7.0,0.1,0.206,34.0,5.6,54853.51
52.0,61191.74,31.0,19.0,41.9,8.1,Marketing,Khulna,5.0,3.0,,0.356,30.0,1.4,56848.32
26.0,51551.57,8.0,17.0,48.5,6.72,Marketing,Rajshahi,4.0,4.0,13.7,0.291,6.0,9.8,49094.28
41.0,29586.6,20.0,13.0,43.4,5.75,Sales,Chittagong,4.0,8.0,27.9,0.58,19.0,2.2,20555.74
19.0,33655.32,0.0,10.0,42.1,7.71,Finance,Chittagong,4.0,2.0,33.5,0.584,0.0,13.9,28798.98
22.0,51497.97,0.0,14.0,26.8,5.14,Engineering,Sylhet,3.0,1.0,74.6,0.681,,7.6,38615.32
62.0,87552.75,41.0,18.0,47.4,8.94,Engineering,Khulna,4.0,5.0,7.4,0.61,39.0,2.9,82256.8
36.0,288579.5,15.0,15.0,50.7,8.04,Engineering,Chittagong,3.0,10.0,29.4,0.507,13.0,9.1,129378.62
42.0,66278.25,21.0,12.0,50.2,7.98,Engineering,Chittagong,3.0,5.0,6.9,0.532,20.0,6.0,62014.94
47.0,58227.25,27.0,14.0,41.5,7.96,Sales,Khulna,1.0,2.0,19.6,0.394,25.0,0.4,53763.3
,66863.7,45.0,12.0,62.1,7.98,Finance,Khulna,4.0,0.0,28.3,0.363,44.0,4.1,65356.89
39.0,59475.28,19.0,11.0,53.0,6.16,Sales,Khulna,4.0,7.0,6.1,0.515,19.0,9.5,41162.84
35.0,51188.23,14.0,12.0,36.6,7.84,HR,Dhaka,2.0,5.0,14.0,0.195,14.0,4.5,44621.28
45.0,56808.92,,12.0,40.2,6.81,HR,Dhaka,5.0,5.0,16.2,0.386,27.0,1.4,58054.49
58.0,53869.93,38.0,10.0,40.0,5.35,Finance,Khulna,4.0,7.0,30.9,0.579,,3.1,61877.65
28.0,26951.75,10.0,9.0,35.3,5.87,Finance,Dhaka,4.0,5.0,10.2,0.536,9.0,6.2,28848.41
61.0,57717.99,39.0,8.0,45.8,3.43,Engineering,Rajshahi,3.0,2.0,10.6,0.266,38.0,2.4,55708.51
24.0,47826.94,4.0,13.0,36.0,8.69,Engineering,Chittagong,4.0,4.0,0.3,0.497,3.0,5.0,
49.0,61178.75,31.0,15.0,37.2,5.99,Engineering,Rajshahi,3.0,3.0,3.0,0.566,29.0,4.7,62722.85
30.0,42858.35,11.0,,35.6,4.36,Engineering,Chittagong,3.0,4.0,7.2,0.858,9.0,7.2,41042.63
32.0,47533.13,10.0,13.0,52.2,6.16,HR,Chittagong,3.0,7.0,21.5,0.686,10.0,7.1,40521.84
60.0,70260.1,39.0,9.0,32.4,7.72,Finance,Rajshahi,4.0,6.0,66.5,0.497,38.0,5.4,74544.03
41.0,49346.74,21.0,10.0,41.3,4.52,Marketing,Khulna,4.0,5.0,34.9,0.491,21.0,6.8,52593.44
21.0,30271.36,3.0,8.0,47.3,5.63,Mktg,Khulna,5.0,4.0,2.1,0.883,1.0,3.2,22368.93
19.0,33259.79,0.0,19.0,28.2,8.18,Sales,Rajshahi,5.0,5.0,13.7,0.788,0.0,2.0,36366.73
48.0,67118.82,27.0,10.0,47.7,8.83,Engineering,Dhaka,4.0,3.0,21.9,0.403,27.0,6.8,56784.87
48.0,47492.58,29.0,,35.3,4.96,Sales,Dhaka,4.0,2.0,1.2,0.335,28.0,0.0,50286.13
42.0,49930.92,21.0,18.0,38.6,7.09,Engineering,Chittagong,2.0,2.0,27.0,0.432,19.0,1.7,49003.68
53.0,61451.78,33.0,11.0,41.1,5.49,Finance,Rajshahi,5.0,7.0,107.2,0.265,31.0,6.7,60543.97
33.0,52609.15,12.0,19.0,42.6,7.69,Finance,Dhaka,5.0,6.0,19.4,0.067,11.0,3.5,61650.63
52.0,50097.69,34.0,11.0,45.5,7.33,Finance,Dhaka,3.0,1.0,9.0,0.26,34.0,7.7,54440.21
43.0,51800.37,25.0,19.0,35.7,6.41,HR,Chittagong,3.0,5.0,40.6,0.338,23.0,0.6,54752.41
36.0,41694.77,18.0,19.0,36.4,6.11,Sales,Chittagong,4.0,6.0,2.3,0.617,17.0,10.1,53889.94
32.0,45137.3,10.0,19.0,50.1,7.39,Engineering,Sylhet,4.0,3.0,9.3,0.638,9.0,4.6,55108.13
64.0,68694.06,46.0,,46.4,6.65,HR,Sylhet,2.0,1.0,10.4,0.872,44.0,1.0,71176.46
22.0,38588.73,4.0,8.0,37.8,8.72,HR,Khulna,5.0,9.0,70.2,0.336,3.0,3.4,34296.25
31.0,57505.0,13.0,17.0,29.5,5.38,Marketing,Khulna,4.0,7.0,6.2,0.458,12.0,0.0,55124.64
46.0,68869.93,25.0,17.0,41.9,9.43,HR,Sylhet,3.0,2.0,1.5,0.123,23.0,5.1,61128.94
30.0,43121.93,11.0,19.0,33.0,4.91,Marketing,Rajshahi,,5.0,23.3,0.687,9.0,1.1,47431.54
55.0,58190.06,37.0,18.0,48.6,8.28,Finance,Rajshahi,3.0,5.0,129.2,0.45,36.0,5.4,51961.83
39.0,65153.98,21.0,18.0,33.7,9.07,Engineering,Khulna,5.0,2.0,11.6,0.42,20.0,2.9,66176.77
50.0,39862.82,31.0,10.0,40.1,6.83,HR,Dhaka,3.0,5.0,1.8,0.37,31.0,2.3,45579.88
51.0,55740.05,32.0,17.0,52.9,6.31,Marketing,Sylhet,4.0,1.0,31.4,0.197,30.0,7.8,54870.68
37.0,41594.97,19.0,17.0,49.7,8.77,Finance,Sylhet,4.0,3.0,19.1,0.547,17.0,3.6,43836.82
